order_id,customer_id,order_date,status,shipping_cost,coupon_code,payment_method
544,4,2024-02-15,paid,14.47,,paypal
545,24,2024-02-15,shipped,2.53,SAVE5,paypal
546,36,2024-02-15,paid,6.75,FREESHIP,cod
547,35,2024-02-16,delivered,11.17,FREESHIP,cod
548,16,2024-02-16,paid,4.44,,paypal
549,47,2024-02-16,paid,14.7,,paypal
550,12,2024-02-16,paid,7.38,SAVE5,card
551,10,2024-02-16,paid,19.31,SAVE5,card
552,17,2024-02-16,shipped,1.5,SAVE5,cod
553,4,2024-02-16,shipped,4.73,SAVE5,paypal
554,35,2024-02-16,delivered,6.97,,card
555,2,2024-02-16,shipped,17.14,,upi
556,17,2024-02-16,shipped,11.85,,card
557,2,2024-02-16,placed,5.27,,card
558,21,2024-02-16,cancelled,18.69,FREESHIP,paypal
559,29,2024-02-16,shipped,9.88,,upi
560,40,2024-02-16,delivered,9.92,FREESHIP,cod
561,42,2024-02-16,delivered,2.86,,cod
562,1,2024-02-16,shipped,11.59,SAVE5,paypal
563,21,2024-02-16,cancelled,7.16,SAVE5,upi
564,50,2024-02-16,cancelled,19.48,FREESHIP,paypal
565,44,2024-02-16,delivered,9.29,SAVE5,cod
566,8,2024-02-17,paid,7.79,SAVE5,upi
567,50,2024-02-17,delivered,12.69,,card
568,26,2024-02-17,cancelled,1.21,FREESHIP,upi
569,3,2024-02-17,delivered,14.74,SAVE5,upi
570,3,2024-02-17,paid,14.44,SAVE5,upi
571,20,2024-02-17,paid,4.55,NEW10,cod
572,8,2024-02-17,cancelled,14.69,,card
573,14,2024-02-18,shipped,16.29,,cod
574,2,2024-02-18,shipped,6.17,SAVE5,paypal
575,31,2024-02-18,shipped,4.11,FREESHIP,upi
576,8,2024-02-18,placed,3.68,SAVE5,upi
577,13,2024-02-18,shipped,19.39,FREESHIP,cod
578,17,2024-02-18,shipped,2.0,SAVE5,upi
579,50,2024-02-18,delivered,15.05,,paypal
580,34,2024-02-18,placed,13.48,SAVE5,card
581,38,2024-02-18,shipped,19.27,NEW10,paypal
582,31,2024-02-18,paid,14.19,FREESHIP,paypal
583,2,2024-02-18,delivered,3.28,NEW10,cod
584,5,2024-02-18,delivered,8.79,NEW10,paypal
585,48,2024-02-18,shipped,12.1,,upi
586,9,2024-02-18,cancelled,8.78,SAVE5,card
587,24,2024-02-18,paid,10.33,,upi
588,8,2024-02-18,delivered,2.01,FREESHIP,upi
589,32,2024-02-18,delivered,3.02,FREESHIP,cod
590,16,2024-02-19,delivered,12.32,SAVE5,paypal
591,19,2024-02-19,delivered,18.78,NEW10,paypal
592,29,2024-02-19,paid,15.59,,upi
593,30,2024-02-19,paid,7.58,,upi
594,5,2024-02-19,delivered,8.47,,upi
595,21,2024-02-19,placed,1.52,FREESHIP,cod
596,9,2024-02-19,shipped,1.96,SAVE5,paypal
597,17,2024-02-19,shipped,11.12,,cod
598,1,2024-02-19,delivered,12.48,,card
599,17,2024-02-19,paid,18.34,,cod
600,50,2024-02-20,shipped,0.74,,upi
601,17,2024-02-20,delivered,7.57,FREESHIP,cod
602,41,2024-02-20,shipped,1.05,NEW10,paypal
603,33,2024-02-20,paid,10.67,FREESHIP,paypal
604,9,2024-02-20,shipped,10.65,,paypal
605,41,2024-02-20,delivered,0.52,NEW10,cod
606,20,2024-02-20,delivered,11.46,FREESHIP,paypal
607,13,2024-02-20,placed,0.39,SAVE5,paypal
608,7,2024-02-20,delivered,10.01,,paypal
609,46,2024-02-20,delivered,19.99,,cod
610,50,2024-02-20,delivered,17.52,,cod
611,43,2024-02-20,delivered,4.32,,card
612,32,2024-02-20,cancelled,6.42,,upi
613,11,2024-02-20,paid,7.27,FREESHIP,card
614,10,2024-02-20,delivered,15.54,,paypal
615,8,2024-02-20,shipped,10.22,FREESHIP,paypal
616,33,2024-02-20,delivered,13.08,,paypal
617,48,2024-02-20,delivered,5.9,SAVE5,upi
618,35,2024-02-21,shipped,8.99,,cod
619,4,2024-02-21,shipped,5.17,,card
620,5,2024-02-21,shipped,2.44,FREESHIP,upi
621,28,2024-02-21,paid,7.39,NEW10,cod
622,33,2024-02-21,shipped,19.47,,upi
623,49,2024-02-21,delivered,7.4,,cod
624,21,2024-02-21,shipped,14.86,,cod
625,24,2024-02-21,delivered,10.66,FREESHIP,paypal
626,42,2024-02-21,shipped,17.09,SAVE5,paypal
627,46,2024-02-21,shipped,8.05,SAVE5,cod
628,50,2024-02-21,shipped,7.03,NEW10,card
629,35,2024-02-21,paid,17.91,FREESHIP,paypal
630,6,2024-02-21,paid,9.63,NEW10,upi
631,28,2024-02-21,delivered,15.31,SAVE5,paypal
632,24,2024-02-21,paid,1.48,FREESHIP,card
633,44,2024-02-21,delivered,4.76,NEW10,paypal
634,24,2024-02-21,delivered,12.32,SAVE5,cod
635,38,2024-02-21,delivered,5.88,SAVE5,cod
636,36,2024-02-22,delivered,1.13,,paypal
637,32,2024-02-22,shipped,10.29,NEW10,paypal
638,43,2024-02-22,paid,0.66,,card
639,32,2024-02-22,delivered,19.64,,paypal
640,5,2024-02-22,shipped,9.28,,paypal
641,19,2024-02-22,shipped,0.87,NEW10,upi
642,40,2024-02-22,delivered,9.09,FREESHIP,cod
643,3,2024-02-22,delivered,4.5,,cod
644,50,2024-02-22,delivered,18.57,,paypal
645,10,2024-02-23,delivered,3.73,NEW10,upi
646,43,2024-02-23,delivered,15.42,,cod
647,6,2024-02-23,shipped,0.84,NEW10,cod
648,15,2024-02-23,delivered,2.21,SAVE5,card
649,19,2024-02-23,cancelled,15.29,SAVE5,card
650,21,2024-02-23,delivered,14.45,NEW10,card
651,13,2024-02-23,delivered,0.14,,upi
652,50,2024-02-23,cancelled,16.87,,paypal
653,43,2024-02-23,shipped,3.4,NEW10,card
654,5,2024-02-23,delivered,11.46,NEW10,card
655,15,2024-02-23,paid,15.04,,upi
656,14,2024-02-23,paid,9.32,SAVE5,cod
657,36,2024-02-23,delivered,19.41,,paypal
658,26,2024-02-23,delivered,1.41,NEW10,upi
659,26,2024-02-23,delivered,16.07,NEW10,upi
660,1,2024-02-23,delivered,5.92,FREESHIP,upi
661,20,2024-02-23,delivered,15.96,,cod
662,16,2024-02-23,shipped,12.82,,cod
663,6,2024-02-23,paid,9.5,,card
664,48,2024-02-23,paid,14.99,NEW10,card
665,47,2024-02-24,delivered,13.46,,card
666,19,2024-02-24,paid,3.69,,card
667,20,2024-02-24,shipped,16.88,,card
668,32,2024-02-24,delivered,13.02,NEW10,card
669,49,2024-02-24,delivered,13.45,,paypal
670,35,2024-02-24,paid,4.34,,paypal
671,34,2024-02-24,shipped,11.67,SAVE5,card
672,21,2024-02-24,paid,4.3,NEW10,paypal
673,50,2024-02-24,delivered,19.18,FREESHIP,card
674,49,2024-02-24,delivered,17.88,SAVE5,cod
675,21,2024-02-24,paid,3.54,FREESHIP,paypal
676,21,2024-02-24,paid,16.63,,cod
677,19,2024-02-24,delivered,12.67,,card
678,3,2024-02-24,delivered,14.48,,upi
679,43,2024-02-24,paid,7.63,NEW10,card
680,48,2024-02-24,placed,1.98,,upi
681,3,2024-02-25,shipped,7.24,FREESHIP,card
682,30,2024-02-25,delivered,9.8,,upi
683,34,2024-02-25,paid,1.97,FREESHIP,paypal
684,37,2024-02-25,paid,16.92,NEW10,upi
685,6,2024-02-25,paid,1.11,NEW10,card
686,12,2024-02-25,paid,8.38,NEW10,upi
687,34,2024-02-25,paid,4.79,SAVE5,card
688,31,2024-02-25,delivered,15.94,,upi
689,8,2024-02-25,paid,10.31,NEW10,card
690,37,2024-02-25,delivered,16.25,,paypal
691,40,2024-02-25,paid,11.34,,cod
692,29,2024-02-25,delivered,0.57,,cod
693,37,2024-02-25,paid,4.33,,cod
694,37,2024-02-26,delivered,16.59,FREESHIP,paypal
695,41,2024-02-26,cancelled,5.24,SAVE5,upi
696,14,2024-02-26,paid,9.18,,card
697,4,2024-02-26,delivered,5.15,SAVE5,upi
698,49,2024-02-26,shipped,0.22,NEW10,paypal
699,15,2024-02-26,delivered,13.6,,paypal
700,13,2024-02-26,paid,7.34,,upi
701,44,2024-02-26,delivered,2.04,SAVE5,upi
702,14,2024-02-26,paid,8.87,FREESHIP,upi
703,47,2024-02-26,delivered,15.08,FREESHIP,card
704,39,2024-02-26,delivered,17.02,,card
705,2,2024-02-26,delivered,13.39,,paypal
706,39,2024-02-26,paid,1.21,NEW10,upi
707,36,2024-02-26,paid,9.01,NEW10,cod
708,1,2024-02-26,paid,5.51,,cod
709,4,2024-02-26,delivered,11.17,,paypal
710,32,2024-02-26,placed,19.25,,paypal
711,34,2024-02-26,paid,12.67,NEW10,card
712,50,2024-02-26,paid,5.72,FREESHIP,paypal
713,2,2024-02-26,paid,12.73,,cod
714,42,2024-02-27,paid,4.56,,cod
715,23,2024-02-27,delivered,0.42,FREESHIP,card
716,4,2024-02-27,paid,7.82,SAVE5,cod
717,11,2024-02-27,shipped,16.8,SAVE5,card
718,20,2024-02-27,shipped,2.84,,cod
719,11,2024-02-27,paid,19.96,,card
720,22,2024-02-27,paid,16.17,FREESHIP,cod
721,47,2024-02-27,paid,16.79,,card
722,20,2024-02-27,shipped,0.01,,cod
723,37,2024-02-27,delivered,9.56,SAVE5,upi
724,45,2024-02-27,delivered,15.55,FREESHIP,cod
725,27,2024-02-27,delivered,3.89,SAVE5,upi
726,30,2024-02-27,shipped,9.73,,upi
727,39,2024-02-27,delivered,7.39,FREESHIP,card
728,32,2024-02-27,cancelled,7.81,,cod
729,32,2024-02-28,delivered,15.28,,paypal
730,35,2024-02-28,placed,14.42,SAVE5,cod
731,45,2024-02-28,shipped,13.71,SAVE5,paypal
732,37,2024-02-28,shipped,18.15,FREESHIP,upi
733,37,2024-02-28,delivered,16.88,FREESHIP,upi
734,44,2024-02-28,paid,5.78,NEW10,card
735,4,2024-02-28,paid,6.71,NEW10,upi
736,46,2024-02-28,placed,1.75,NEW10,card
737,22,2024-02-28,shipped,8.04,,card
738,40,2024-02-28,shipped,3.75,,paypal
739,30,2024-02-28,delivered,14.56,FREESHIP,card
740,32,2024-02-28,paid,11.95,,upi
741,7,2024-02-28,delivered,6.43,SAVE5,card
742,11,2024-02-28,placed,2.49,SAVE5,card
743,15,2024-02-28,delivered,2.01,,cod
744,30,2024-02-28,delivered,2.31,SAVE5,cod
745,25,2024-02-28,placed,1.99,NEW10,upi
746,33,2024-02-29,paid,0.95,NEW10,card
747,21,2024-02-29,shipped,18.88,FREESHIP,card
748,7,2024-02-29,paid,7.63,,paypal
749,36,2024-02-29,delivered,17.84,NEW10,card
750,42,2024-02-29,delivered,18.91,,cod
751,40,2024-02-29,paid,9.72,SAVE5,paypal
752,20,2024-02-29,delivered,14.99,SAVE5,card
753,25,2024-02-29,placed,7.97,,paypal
754,11,2024-02-29,paid,19.16,NEW10,paypal
755,7,2024-02-29,paid,0.78,FREESHIP,card
756,49,2024-02-29,paid,9.54,SAVE5,upi
757,50,2024-02-29,shipped,5.83,FREESHIP,paypal
758,49,2024-02-29,paid,15.8,,card
759,9,2024-02-29,delivered,9.76,FREESHIP,card
760,12,2024-02-29,delivered,15.9,NEW10,upi
761,34,2024-02-29,delivered,19.69,SAVE5,paypal
762,47,2024-02-29,delivered,16.14,NEW10,cod
763,12,2024-02-29,paid,0.95,SAVE5,paypal
764,44,2024-03-01,shipped,17.87,,upi
765,1,2024-03-01,shipped,7.63,FREESHIP,paypal
766,15,2024-03-01,shipped,12.0,,upi
767,49,2024-03-01,delivered,9.35,,paypal
768,4,2024-03-01,paid,7.75,SAVE5,card
769,41,2024-03-01,paid,14.92,,cod
770,45,2024-03-01,delivered,4.77,NEW10,upi
771,32,2024-03-01,paid,5.38,FREESHIP,paypal
772,15,2024-03-01,placed,8.09,NEW10,card
773,25,2024-03-01,delivered,16.94,FREESHIP,upi
774,7,2024-03-01,paid,1.86,NEW10,cod
775,31,2024-03-01,paid,4.19,,cod
776,23,2024-03-01,paid,11.05,FREESHIP,cod
777,28,2024-03-01,shipped,5.39,NEW10,upi
778,28,2024-03-01,delivered,10.54,NEW10,cod
779,39,2024-03-01,delivered,8.47,,card
780,29,2024-03-02,delivered,9.37,FREESHIP,cod
781,31,2024-03-02,delivered,0.95,NEW10,paypal
782,41,2024-03-02,paid,8.63,NEW10,card
783,4,2024-03-02,delivered,12.65,SAVE5,paypal
784,5,2024-03-02,shipped,9.92,FREESHIP,upi
785,12,2024-03-03,shipped,15.33,,paypal
786,47,2024-03-03,shipped,3.34,,upi
787,17,2024-03-03,paid,11.81,,upi
788,28,2024-03-03,delivered,16.36,SAVE5,upi
789,9,2024-03-03,delivered,19.58,NEW10,paypal
790,33,2024-03-04,shipped,9.39,,cod
791,35,2024-03-04,shipped,1.3,FREESHIP,paypal
792,10,2024-03-04,delivered,8.37,FREESHIP,upi
793,22,2024-03-04,delivered,11.14,SAVE5,paypal
794,30,2024-03-04,delivered,10.5,FREESHIP,upi
795,46,2024-03-04,shipped,14.63,FREESHIP,paypal
796,30,2024-03-04,delivered,10.34,,cod
797,39,2024-03-04,shipped,15.14,,upi
798,47,2024-03-04,delivered,13.77,,upi
799,15,2024-03-04,delivered,12.29,FREESHIP,card
800,19,2024-03-04,paid,14.64,,paypal
801,24,2024-03-04,shipped,4.43,,paypal
802,34,2024-03-04,shipped,14.24,,paypal
803,24,2024-03-05,placed,0.86,NEW10,paypal
804,10,2024-03-05,paid,4.92,SAVE5,paypal
805,48,2024-03-05,shipped,1.88,NEW10,upi
806,16,2024-03-05,shipped,10.3,SAVE5,card
807,22,2024-03-05,shipped,2.6,SAVE5,cod
808,30,2024-03-05,paid,14.48,,cod
809,46,2024-03-05,shipped,11.86,NEW10,cod
810,38,2024-03-05,shipped,18.9,NEW10,card
811,4,2024-03-05,shipped,4.93,FREESHIP,upi
812,38,2024-03-05,shipped,17.65,NEW10,cod
813,24,2024-03-05,delivered,1.85,SAVE5,cod
814,30,2024-03-05,placed,18.11,,paypal
815,11,2024-03-05,shipped,11.86,NEW10,cod
816,1,2024-03-05,shipped,11.98,FREESHIP,cod
817,24,2024-03-05,delivered,5.84,NEW10,cod
818,17,2024-03-05,delivered,19.08,FREESHIP,cod
819,36,2024-03-05,delivered,3.66,FREESHIP,card
820,32,2024-03-05,delivered,19.45,,paypal
821,29,2024-03-05,delivered,3.82,NEW10,cod
822,39,2024-03-06,delivered,5.35,SAVE5,paypal
823,44,2024-03-06,shipped,3.82,,paypal
824,19,2024-03-06,paid,1.28,SAVE5,paypal
825,6,2024-03-06,placed,0.66,SAVE5,paypal
826,49,2024-03-06,shipped,5.81,,paypal
827,15,2024-03-06,shipped,13.29,FREESHIP,card
828,31,2024-03-06,paid,1.69,,cod
829,40,2024-03-06,paid,3.18,,cod
830,38,2024-03-06,placed,10.05,SAVE5,card
831,6,2024-03-06,delivered,9.19,SAVE5,card
832,12,2024-03-06,shipped,5.12,FREESHIP,card
833,3,2024-03-07,paid,0.76,SAVE5,paypal
834,3,2024-03-07,paid,16.11,SAVE5,cod
835,25,2024-03-07,paid,1.58,FREESHIP,upi
836,31,2024-03-07,paid,0.86,,paypal
837,46,2024-03-07,shipped,4.34,,upi
838,47,2024-03-07,delivered,16.01,NEW10,paypal
839,45,2024-03-08,cancelled,4.33,,card
840,21,2024-03-08,shipped,14.92,FREESHIP,paypal
841,50,2024-03-08,shipped,4.35,,card
842,29,2024-03-08,paid,3.7,NEW10,upi
843,28,2024-03-08,shipped,2.52,FREESHIP,cod
844,48,2024-03-08,delivered,17.16,,cod
845,39,2024-03-08,paid,5.99,NEW10,paypal
846,48,2024-03-08,paid,12.61,,cod
847,11,2024-03-08,paid,13.49,SAVE5,paypal
848,7,2024-03-08,paid,17.68,FREESHIP,upi
849,20,2024-03-08,paid,12.13,FREESHIP,cod
850,31,2024-03-08,paid,10.21,FREESHIP,card
851,26,2024-03-08,paid,12.27,FREESHIP,upi
852,37,2024-03-08,shipped,0.25,FREESHIP,cod
853,26,2024-03-08,shipped,4.91,,cod
854,28,2024-03-08,shipped,2.63,SAVE5,cod
855,26,2024-03-09,delivered,1.08,,card
856,6,2024-03-09,shipped,6.26,,cod
857,11,2024-03-09,cancelled,10.42,SAVE5,paypal
858,23,2024-03-09,paid,18.16,,upi
859,43,2024-03-09,placed,12.73,FREESHIP,upi
860,47,2024-03-09,paid,18.87,NEW10,upi
861,24,2024-03-09,delivered,8.31,,upi
862,19,2024-03-09,delivered,6.47,,paypal
863,25,2024-03-09,shipped,3.77,FREESHIP,card
864,33,2024-03-09,paid,10.16,,paypal
865,7,2024-03-10,placed,4.72,FREESHIP,card
866,28,2024-03-10,delivered,8.52,,card
867,37,2024-03-10,placed,6.97,,cod
868,37,2024-03-10,delivered,8.58,NEW10,card
869,6,2024-03-10,delivered,17.24,,upi
870,16,2024-03-11,paid,18.69,,upi
871,39,2024-03-11,paid,9.66,,card
872,9,2024-03-11,shipped,11.51,,card
873,32,2024-03-11,shipped,19.39,FREESHIP,cod
874,35,2024-03-11,delivered,12.97,FREESHIP,card
875,16,2024-03-11,shipped,4.4,,upi
876,45,2024-03-11,delivered,1.35,,paypal
877,33,2024-03-11,paid,0.08,FREESHIP,paypal
878,13,2024-03-11,paid,13.49,FREESHIP,upi
879,4,2024-03-11,placed,18.95,NEW10,paypal
880,13,2024-03-11,paid,14.22,SAVE5,cod
881,50,2024-03-11,delivered,12.67,SAVE5,upi
882,40,2024-03-12,delivered,18.94,,card
883,46,2024-03-12,shipped,18.66,,upi
884,8,2024-03-12,shipped,3.86,FREESHIP,paypal
885,29,2024-03-12,placed,4.44,NEW10,paypal
886,47,2024-03-12,paid,14.9,,upi
887,26,2024-03-12,shipped,6.84,,upi
888,22,2024-03-12,cancelled,18.92,,cod
889,9,2024-03-12,delivered,17.72,,paypal
890,36,2024-03-12,delivered,0.57,SAVE5,cod
891,45,2024-03-12,paid,17.81,,cod
892,4,2024-03-12,cancelled,2.69,SAVE5,cod
893,39,2024-03-12,shipped,17.12,SAVE5,upi
894,3,2024-03-12,delivered,14.37,NEW10,cod
895,39,2024-03-12,delivered,0.8,,paypal
896,31,2024-03-13,delivered,6.65,,cod
897,47,2024-03-13,paid,17.31,,upi
898,20,2024-03-13,delivered,4.43,SAVE5,paypal
899,42,2024-03-13,paid,2.38,,cod
900,38,2024-03-13,placed,9.37,NEW10,upi
901,4,2024-03-13,placed,17.15,NEW10,cod
902,6,2024-03-13,paid,3.0,,upi
903,34,2024-03-13,paid,0.97,NEW10,paypal
904,19,2024-03-13,delivered,19.94,NEW10,paypal
905,36,2024-03-13,paid,7.64,SAVE5,upi
906,48,2024-03-13,cancelled,15.61,,paypal
907,41,2024-03-13,delivered,2.46,,card
908,33,2024-03-13,placed,6.57,SAVE5,upi
909,21,2024-03-13,paid,2.44,NEW10,card
910,12,2024-03-13,placed,18.24,,upi
911,17,2024-03-13,paid,11.43,,paypal
912,47,2024-03-14,placed,16.81,SAVE5,card
913,36,2024-03-14,shipped,16.08,,card
914,6,2024-03-14,delivered,3.1,FREESHIP,paypal
915,21,2024-03-14,delivered,17.77,FREESHIP,upi
916,3,2024-03-14,delivered,6.37,,card
917,49,2024-03-14,delivered,5.03,,upi
918,6,2024-03-14,paid,0.32,,paypal
919,35,2024-03-14,paid,13.06,,cod
920,14,2024-03-15,cancelled,13.83,SAVE5,upi
921,3,2024-03-15,paid,13.26,,paypal
922,1,2024-03-15,paid,5.15,NEW10,paypal
923,21,2024-03-15,shipped,6.93,,upi
924,21,2024-03-15,paid,0.85,NEW10,cod
925,16,2024-03-15,paid,3.41,,card
926,35,2024-03-15,delivered,2.79,,paypal
927,12,2024-03-15,delivered,17.95,NEW10,upi
928,29,2024-03-15,shipped,12.46,FREESHIP,cod
929,1,2024-03-15,paid,15.38,SAVE5,cod
930,18,2024-03-15,delivered,6.06,FREESHIP,paypal
931,38,2024-03-16,shipped,19.85,,cod
932,44,2024-03-16,delivered,12.61,SAVE5,paypal
933,45,2024-03-16,placed,15.7,,paypal
934,44,2024-03-16,paid,19.16,SAVE5,cod
935,49,2024-03-16,delivered,3.96,,card
936,22,2024-03-16,paid,1.8,,card
937,45,2024-03-16,cancelled,4.03,,card
938,43,2024-03-16,shipped,14.22,SAVE5,upi
939,5,2024-03-16,shipped,2.65,NEW10,paypal
940,33,2024-03-16,delivered,6.38,,card
941,39,2024-03-16,delivered,16.85,SAVE5,card
942,8,2024-03-16,paid,6.38,FREESHIP,upi
943,29,2024-03-16,placed,14.85,,paypal
944,30,2024-03-16,shipped,12.12,,paypal
945,3,2024-03-16,placed,6.48,NEW10,card
946,1,2024-03-16,delivered,7.36,FREESHIP,upi
947,23,2024-03-16,delivered,17.36,SAVE5,upi
948,32,2024-03-16,shipped,4.94,SAVE5,paypal
949,16,2024-03-16,delivered,12.35,FREESHIP,cod
950,30,2024-03-16,shipped,0.42,,paypal
951,17,2024-03-17,shipped,8.07,NEW10,card
952,45,2024-03-17,shipped,15.21,,card
953,22,2024-03-17,shipped,7.59,FREESHIP,upi
954,3,2024-03-17,shipped,4.21,FREESHIP,paypal
955,36,2024-03-17,delivered,8.19,NEW10,card
956,33,2024-03-18,shipped,10.19,,upi
957,21,2024-03-18,delivered,4.01,,paypal
958,34,2024-03-18,shipped,6.58,FREESHIP,upi
959,45,2024-03-18,paid,10.43,,card
960,41,2024-03-18,paid,17.64,FREESHIP,card
961,15,2024-03-18,delivered,13.78,NEW10,card
962,20,2024-03-18,paid,10.5,,cod
963,16,2024-03-18,placed,9.66,,upi
964,35,2024-03-18,cancelled,4.99,FREESHIP,upi
965,43,2024-03-18,placed,12.6,SAVE5,upi
966,9,2024-03-18,delivered,18.37,,cod
967,21,2024-03-19,placed,3.26,SAVE5,paypal
968,18,2024-03-19,paid,1.83,,card
969,14,2024-03-19,paid,14.24,SAVE5,upi
970,31,2024-03-19,delivered,18.17,FREESHIP,card
971,18,2024-03-19,shipped,5.01,SAVE5,card
972,10,2024-03-19,shipped,11.39,,paypal
973,9,2024-03-19,delivered,8.92,FREESHIP,paypal
974,43,2024-03-19,shipped,10.42,,upi
975,45,2024-03-19,paid,10.17,,card
976,24,2024-03-19,paid,2.7,,cod
977,12,2024-03-19,cancelled,8.81,FREESHIP,paypal
978,15,2024-03-19,paid,19.72,,upi
979,46,2024-03-19,placed,10.04,SAVE5,upi
980,41,2024-03-19,placed,3.01,,upi
981,47,2024-03-19,paid,3.49,,paypal
982,6,2024-03-19,paid,5.33,,card
983,44,2024-03-19,delivered,5.72,,cod
984,24,2024-03-19,delivered,14.52,SAVE5,cod
985,47,2024-03-19,shipped,15.74,FREESHIP,cod
986,48,2024-03-20,shipped,17.38,,card
987,22,2024-03-20,paid,19.88,,cod
988,43,2024-03-20,cancelled,4.04,,upi
989,26,2024-03-20,paid,11.0,NEW10,cod
990,28,2024-03-20,paid,10.58,FREESHIP,upi
991,30,2024-03-20,shipped,18.93,,card
992,30,2024-03-20,paid,18.56,,cod
993,22,2024-03-20,cancelled,17.68,,upi
994,35,2024-03-20,placed,2.03,,cod
995,39,2024-03-21,delivered,16.69,SAVE5,cod
996,47,2024-03-21,paid,9.49,NEW10,paypal
997,30,2024-03-21,delivered,19.89,,paypal
998,46,2024-03-21,paid,6.8,,upi
999,6,2024-03-21,paid,5.83,SAVE5,cod
1000,26,2024-03-21,placed,11.6,SAVE5,cod
1001,49,2024-03-21,delivered,6.05,NEW10,card
1002,38,2024-03-21,shipped,2.13,NEW10,paypal
1003,11,2024-03-21,shipped,13.25,,paypal
1004,46,2024-03-21,delivered,14.21,SAVE5,cod
1005,23,2024-03-21,delivered,15.07,,cod
1006,46,2024-03-21,delivered,4.96,,upi
1007,44,2024-03-21,delivered,19.71,,upi
1008,38,2024-03-22,delivered,18.15,,paypal
1009,12,2024-03-22,delivered,2.09,NEW10,upi
1010,18,2024-03-22,cancelled,2.86,,card
1011,39,2024-03-22,shipped,3.35,FREESHIP,paypal
1012,44,2024-03-22,placed,15.39,SAVE5,upi
1013,38,2024-03-23,paid,0.19,SAVE5,paypal
1014,32,2024-03-23,delivered,4.02,FREESHIP,upi
1015,14,2024-03-23,delivered,8.54,,paypal
1016,12,2024-03-23,paid,12.4,FREESHIP,cod
1017,31,2024-03-23,shipped,16.43,,upi
1018,24,2024-03-23,delivered,2.58,FREESHIP,upi
1019,17,2024-03-23,shipped,19.41,FREESHIP,upi
1020,43,2024-03-23,delivered,8.58,,paypal
1021,11,2024-03-23,shipped,15.8,FREESHIP,upi
1022,13,2024-03-24,delivered,5.81,SAVE5,upi
1023,2,2024-03-24,cancelled,9.08,SAVE5,card
1024,31,2024-03-24,paid,16.86,,upi
1025,27,2024-03-24,paid,10.79,NEW10,upi
1026,50,2024-03-24,paid,1.44,,upi
1027,44,2024-03-24,paid,18.91,,cod
1028,48,2024-03-24,delivered,15.54,FREESHIP,paypal
1029,41,2024-03-24,delivered,0.27,,upi
1030,47,2024-03-24,delivered,11.39,,cod
1031,25,2024-03-24,cancelled,8.44,SAVE5,paypal
1032,28,2024-03-24,delivered,18.28,FREESHIP,cod
1033,37,2024-03-24,paid,3.19,NEW10,upi
1034,28,2024-03-24,delivered,16.99,FREESHIP,card
1035,16,2024-03-24,delivered,0.35,,cod
1036,7,2024-03-24,paid,12.94,FREESHIP,upi
1037,23,2024-03-24,paid,8.02,,card
1038,20,2024-03-24,delivered,14.79,SAVE5,card
1039,16,2024-03-24,shipped,0.48,NEW10,paypal
1040,36,2024-03-24,shipped,4.31,,card
1041,50,2024-03-24,cancelled,13.06,SAVE5,cod
1042,34,2024-03-25,delivered,3.17,,paypal
1043,30,2024-03-25,shipped,16.63,NEW10,cod
1044,20,2024-03-25,delivered,9.19,FREESHIP,cod
1045,13,2024-03-25,cancelled,6.4,,card
1046,4,2024-03-25,delivered,8.91,,cod
1047,20,2024-03-25,paid,14.05,FREESHIP,cod
1048,15,2024-03-25,cancelled,3.19,,upi
1049,5,2024-03-25,delivered,3.59,,cod
1050,21,2024-03-25,cancelled,18.99,NEW10,card
1051,6,2024-03-25,placed,3.7,SAVE5,paypal
1052,19,2024-03-25,paid,9.7,NEW10,upi
1053,6,2024-03-25,placed,9.31,,cod
1054,47,2024-03-25,delivered,8.71,FREESHIP,paypal
1055,24,2024-03-25,delivered,4.36,NEW10,card
1056,34,2024-03-25,paid,13.98,NEW10,paypal
1057,5,2024-03-25,shipped,8.22,,cod
1058,23,2024-03-25,delivered,12.6,SAVE5,upi
1059,28,2024-03-25,paid,11.65,,upi
1060,5,2024-03-26,paid,16.44,,upi
1061,21,2024-03-26,shipped,14.51,FREESHIP,upi
1062,43,2024-03-26,delivered,8.55,NEW10,cod
1063,10,2024-03-26,paid,6.38,,cod
1064,20,2024-03-26,paid,18.73,,paypal
1065,4,2024-03-26,cancelled,3.47,FREESHIP,paypal
1066,38,2024-03-27,paid,2.82,,card
1067,13,2024-03-27,placed,6.56,,paypal
1068,20,2024-03-27,paid,14.12,SAVE5,paypal
1069,19,2024-03-27,paid,10.88,NEW10,cod
1070,27,2024-03-27,delivered,8.1,NEW10,paypal
1071,27,2024-03-27,placed,18.73,,upi
1072,33,2024-03-27,paid,4.0,NEW10,paypal
1073,37,2024-03-27,delivered,5.17,,card
1074,22,2024-03-28,cancelled,9.0,,card
1075,6,2024-03-28,delivered,0.66,,paypal
1076,35,2024-03-28,paid,19.63,NEW10,cod
1077,9,2024-03-28,shipped,3.34,,cod
1078,40,2024-03-28,paid,14.93,NEW10,card
1079,8,2024-03-28,paid,10.43,FREESHIP,paypal
1080,30,2024-03-28,delivered,1.72,,upi
1081,29,2024-03-28,placed,9.3,SAVE5,cod
1082,28,2024-03-28,paid,11.89,SAVE5,paypal
1083,5,2024-03-28,paid,18.93,NEW10,paypal
1084,49,2024-03-28,delivered,8.38,NEW10,cod
