order_item_id,order_id,product_id,quantity,unit_price,discount_pct
1930,651,11,1,261.61,0.1
1931,651,16,2,404.01,0
1932,651,15,1,308.55,0.05
1933,652,29,2,421.02,0.1
1934,653,24,2,494.08,0
1935,653,20,1,494.85,0
1936,654,28,3,313.91,0.1
1937,654,12,2,181.07,0.05
1938,654,19,3,181.0,0
1939,655,9,1,489.36,0
1940,655,1,4,76.34,0.1
1941,655,16,1,404.01,0.1
1942,655,5,3,106.58,0.1
1943,655,23,3,226.38,0.05
1944,656,24,3,494.08,0
1945,657,22,3,347.8,0.1
1946,657,30,4,455.05,0
1947,657,6,4,184.07,0
1948,657,10,3,349.62,0
1949,658,26,2,117.29,0.05
1950,659,22,4,347.8,0.1
1951,659,16,2,404.01,0
1952,659,16,2,404.01,0
1953,659,23,3,226.38,0
1954,659,17,2,371.24,0.1
1955,660,15,1,308.55,0
1956,660,10,3,349.62,0.05
1957,660,27,2,172.18,0
1958,661,30,4,455.05,0
1959,661,17,4,371.24,0.1
1960,661,12,1,181.07,0
1961,661,3,1,241.92,0
1962,661,14,1,168.18,0
1963,662,29,1,421.02,0
1964,662,26,1,117.29,0.1
1965,662,8,3,380.28,0
1966,662,5,3,106.58,0.05
1967,662,19,2,181.0,0
1968,663,15,2,308.55,0
1969,664,18,4,103.96,0.1
1970,664,20,3,494.85,0
1971,664,10,4,349.62,0
1972,664,21,1,238.76,0
1973,664,22,1,347.8,0
1974,665,29,3,421.02,0.1
1975,665,20,4,494.85,0
1976,665,15,2,308.55,0.1
1977,665,26,4,117.29,0
1978,666,5,3,106.58,0
1979,666,29,3,421.02,0
1980,667,9,4,489.36,0.1
1981,667,22,2,347.8,0
1982,667,17,3,371.24,0
1983,667,5,1,106.58,0
1984,667,28,1,313.91,0.1
1985,668,3,4,241.92,0
1986,668,4,3,84.91,0
1987,668,5,1,106.58,0.1
1988,668,4,4,84.91,0
1989,669,7,4,273.87,0.1
1990,669,6,1,184.07,0
1991,669,29,2,421.02,0.1
1992,669,20,4,494.85,0.1
1993,670,13,2,268.63,0
1994,671,29,4,421.02,0
1995,671,17,1,371.24,0
1996,671,22,4,347.8,0
1997,671,24,3,494.08,0.05
1998,672,24,3,494.08,0
1999,672,18,3,103.96,0
2000,673,23,2,226.38,0.05
2001,673,26,4,117.29,0.05
2002,673,12,3,181.07,0.05
2003,674,29,3,421.02,0
2004,674,1,1,76.34,0
2005,675,23,4,226.38,0
2006,675,8,3,380.28,0
2007,676,8,4,380.28,0
2008,676,1,1,76.34,0.1
2009,676,8,1,380.28,0
2010,677,24,2,494.08,0
2011,677,8,2,380.28,0
2012,678,2,1,174.6,0
2013,678,5,1,106.58,0
2014,679,18,3,103.96,0
2015,680,9,2,489.36,0
2016,680,5,2,106.58,0
2017,680,19,4,181.0,0
2018,680,6,1,184.07,0
2019,681,27,3,172.18,0.1
2020,681,5,4,106.58,0.1
2021,682,16,4,404.01,0
2022,682,11,4,261.61,0
2023,682,8,3,380.28,0
2024,682,29,4,421.02,0
2025,682,28,2,313.91,0
2026,683,30,4,455.05,0
2027,683,12,1,181.07,0
2028,684,19,2,181.0,0
2029,684,19,2,181.0,0
2030,684,30,1,455.05,0
2031,684,23,3,226.38,0.05
2032,684,25,3,44.87,0.05
2033,685,14,1,168.18,0
2034,685,29,1,421.02,0.1
2035,685,11,2,261.61,0
2036,686,14,1,168.18,0
2037,686,14,1,168.18,0
2038,686,4,2,84.91,0
2039,686,4,3,84.91,0.1
2040,687,22,2,347.8,0.05
2041,687,2,1,174.6,0.1
2042,688,3,1,241.92,0.05
2043,689,15,3,308.55,0.05
2044,689,10,4,349.62,0
2045,689,19,4,181.0,0
2046,689,27,4,172.18,0
2047,689,4,4,84.91,0.1
2048,690,23,2,226.38,0
2049,691,30,1,455.05,0
2050,691,29,1,421.02,0
2051,691,12,1,181.07,0.1
2052,692,5,1,106.58,0
2053,692,1,4,76.34,0.1
2054,692,17,4,371.24,0
2055,693,14,4,168.18,0.1
2056,693,4,2,84.91,0
2057,693,19,3,181.0,0
2058,693,30,4,455.05,0
2059,694,1,3,76.34,0
2060,694,27,1,172.18,0.05
2061,695,12,4,181.07,0.1
2062,695,5,3,106.58,0
2063,695,26,4,117.29,0
2064,695,25,4,44.87,0.1
2065,695,11,1,261.61,0.1
2066,696,30,4,455.05,0
2067,696,28,4,313.91,0
2068,697,21,3,238.76,0
2069,697,18,1,103.96,0.05
2070,698,16,3,404.01,0
2071,698,29,3,421.02,0
2072,698,26,2,117.29,0
2073,698,16,3,404.01,0.05
2074,698,27,1,172.18,0.05
2075,699,30,4,455.05,0.1
2076,699,16,1,404.01,0
2077,699,23,3,226.38,0.1
2078,699,20,2,494.85,0.1
2079,699,29,1,421.02,0.05
2080,700,25,3,44.87,0
2081,700,20,3,494.85,0
2082,700,8,1,380.28,0
2083,701,25,4,44.87,0.05
2084,702,10,2,349.62,0
2085,703,15,2,308.55,0
2086,703,7,3,273.87,0.05
2087,704,30,1,455.05,0
2088,704,29,4,421.02,0
2089,704,5,2,106.58,0.05
2090,705,12,1,181.07,0
2091,705,30,3,455.05,0
2092,705,18,1,103.96,0.1
2093,706,3,3,241.92,0.05
2094,706,16,1,404.01,0
2095,707,22,4,347.8,0
2096,707,15,4,308.55,0
2097,707,12,3,181.07,0
2098,707,29,4,421.02,0
2099,707,25,2,44.87,0
2100,708,3,3,241.92,0
2101,708,16,2,404.01,0.05
2102,708,9,4,489.36,0.1
2103,708,5,3,106.58,0
2104,709,1,2,76.34,0
2105,709,1,2,76.34,0.1
2106,709,9,2,489.36,0
2107,709,17,4,371.24,0
2108,710,17,3,371.24,0.1
2109,710,8,2,380.28,0.05
2110,710,4,2,84.91,0
2111,710,11,3,261.61,0.05
2112,710,26,4,117.29,0
2113,711,19,3,181.0,0.05
2114,711,10,1,349.62,0
2115,711,6,4,184.07,0.05
2116,712,11,2,261.61,0.1
2117,712,4,2,84.91,0.05
2118,713,19,4,181.0,0
2119,713,1,1,76.34,0
2120,714,11,3,261.61,0.1
2121,714,5,3,106.58,0.1
2122,714,22,1,347.8,0.05
2123,714,22,4,347.8,0.1
2124,714,25,3,44.87,0.05
2125,715,27,2,172.18,0.05
2126,715,19,4,181.0,0.05
2127,715,12,1,181.07,0
2128,715,15,2,308.55,0
2129,716,10,1,349.62,0.1
2130,716,2,3,174.6,0.1
2131,716,6,4,184.07,0
2132,716,12,2,181.07,0.05
2133,717,1,1,76.34,0.05
2134,718,24,1,494.08,0.05
2135,718,23,2,226.38,0.05
2136,718,20,2,494.85,0
2137,718,29,3,421.02,0
2138,719,10,1,349.62,0
2139,719,24,3,494.08,0
2140,719,11,1,261.61,0
2141,719,24,1,494.08,0.1
2142,719,10,3,349.62,0.1
2143,720,7,4,273.87,0.1
2144,720,15,4,308.55,0
2145,721,9,4,489.36,0
2146,721,25,3,44.87,0
2147,721,30,4,455.05,0
2148,721,1,3,76.34,0.1
2149,722,30,3,455.05,0
2150,722,23,3,226.38,0
2151,722,22,3,347.8,0.05
2152,722,26,1,117.29,0
2153,723,16,3,404.01,0.05
2154,723,19,4,181.0,0.05
2155,723,11,2,261.61,0.05
2156,723,22,4,347.8,0
2157,724,29,1,421.02,0.1
2158,724,10,1,349.62,0.1
2159,724,7,3,273.87,0.05
2160,724,24,1,494.08,0.05
2161,725,20,4,494.85,0.05
2162,725,17,3,371.24,0.05
2163,726,25,1,44.87,0.05
2164,726,20,3,494.85,0
2165,727,8,1,380.28,0
2166,727,29,1,421.02,0.1
2167,727,3,2,241.92,0.05
2168,728,10,3,349.62,0
2169,728,5,4,106.58,0
2170,728,28,1,313.91,0
2171,728,3,3,241.92,0
2172,729,1,3,76.34,0.1
2173,729,9,2,489.36,0
2174,730,24,4,494.08,0
2175,730,2,1,174.6,0.1
2176,731,17,4,371.24,0.1
2177,732,27,2,172.18,0.05
2178,733,7,3,273.87,0
2179,733,2,1,174.6,0
2180,733,9,3,489.36,0.1
2181,734,12,2,181.07,0
2182,734,2,4,174.6,0.1
2183,734,16,1,404.01,0
2184,735,6,4,184.07,0.05
2185,736,19,3,181.0,0.1
2186,736,17,4,371.24,0.05
2187,736,30,3,455.05,0.05
2188,736,19,3,181.0,0
2189,737,30,2,455.05,0.05
2190,737,8,3,380.28,0
2191,737,19,2,181.0,0
2192,738,18,3,103.96,0
2193,738,29,3,421.02,0.05
2194,739,17,2,371.24,0
2195,739,17,4,371.24,0.1
2196,739,2,2,174.6,0.1
2197,739,13,4,268.63,0
2198,740,28,3,313.91,0
2199,740,18,1,103.96,0
2200,740,20,1,494.85,0.05
2201,740,25,4,44.87,0.05
2202,741,28,1,313.91,0
2203,741,15,1,308.55,0.1
2204,741,22,1,347.8,0
2205,741,26,2,117.29,0.05
2206,742,20,1,494.85,0
2207,742,11,2,261.61,0.05
2208,743,11,4,261.61,0.1
2209,743,1,3,76.34,0
2210,743,3,1,241.92,0
2211,743,5,4,106.58,0
2212,744,3,1,241.92,0
2213,744,21,4,238.76,0
2214,744,20,1,494.85,0
2215,744,28,4,313.91,0
2216,744,17,4,371.24,0
2217,745,5,2,106.58,0
2218,745,7,3,273.87,0
2219,745,23,1,226.38,0.05
2220,745,17,1,371.24,0
2221,745,10,3,349.62,0
2222,746,20,1,494.85,0
2223,746,12,4,181.07,0
2224,747,21,1,238.76,0.05
2225,747,25,2,44.87,0
2226,747,26,1,117.29,0.05
2227,747,3,3,241.92,0.1
2228,748,6,4,184.07,0.1
2229,749,22,3,347.8,0
2230,750,17,1,371.24,0
2231,750,6,1,184.07,0
2232,751,10,4,349.62,0.1
2233,752,2,4,174.6,0
2234,752,5,3,106.58,0
2235,753,18,1,103.96,0.1
2236,753,29,1,421.02,0.1
2237,753,29,1,421.02,0
2238,753,23,3,226.38,0
2239,753,25,4,44.87,0
2240,754,14,1,168.18,0.1
2241,754,12,4,181.07,0
2242,754,12,1,181.07,0
2243,754,22,4,347.8,0
2244,754,18,4,103.96,0.1
2245,755,21,2,238.76,0
2246,755,25,4,44.87,0.1
2247,756,13,1,268.63,0.1
2248,756,16,4,404.01,0
2249,756,30,1,455.05,0.1
2250,757,14,1,168.18,0.05
2251,758,11,3,261.61,0.1
2252,758,25,2,44.87,0
2253,758,24,1,494.08,0.1
2254,759,2,3,174.6,0.05
2255,759,6,3,184.07,0
2256,759,1,3,76.34,0
2257,759,12,4,181.07,0
2258,759,26,3,117.29,0
2259,760,12,1,181.07,0
2260,760,23,4,226.38,0
2261,761,14,4,168.18,0.05
2262,761,28,2,313.91,0.1
2263,761,6,1,184.07,0
2264,762,3,3,241.92,0
2265,762,15,3,308.55,0.1
2266,762,9,4,489.36,0
2267,762,29,2,421.02,0
2268,762,14,2,168.18,0
2269,763,21,1,238.76,0.05
2270,763,11,1,261.61,0
2271,763,18,3,103.96,0
2272,763,4,2,84.91,0.05
2273,764,12,4,181.07,0.05
2274,764,9,3,489.36,0.1
2275,764,18,3,103.96,0
2276,764,9,1,489.36,0.1
2277,765,4,1,84.91,0
2278,765,11,3,261.61,0
2279,765,5,1,106.58,0.05
2280,765,3,2,241.92,0
2281,766,19,3,181.0,0
2282,767,23,2,226.38,0
2283,767,21,3,238.76,0.05
2284,767,17,2,371.24,0.05
2285,767,9,2,489.36,0
2286,767,6,3,184.07,0.1
2287,768,4,2,84.91,0
2288,768,3,3,241.92,0
2289,768,4,2,84.91,0.05
2290,769,3,3,241.92,0.05
2291,769,15,3,308.55,0.1
2292,770,11,4,261.61,0.1
2293,770,26,4,117.29,0
2294,770,27,3,172.18,0.05
2295,770,23,1,226.38,0
2296,771,14,1,168.18,0
2297,771,26,2,117.29,0
2298,771,22,4,347.8,0.05
2299,771,15,4,308.55,0
2300,772,13,4,268.63,0
2301,772,2,2,174.6,0
2302,772,4,3,84.91,0.1
2303,773,22,1,347.8,0
2304,773,14,1,168.18,0
2305,773,1,3,76.34,0
2306,773,12,4,181.07,0
2307,774,15,4,308.55,0
2308,775,25,4,44.87,0
2309,775,2,2,174.6,0
2310,775,7,4,273.87,0
2311,775,9,1,489.36,0.1
2312,776,8,4,380.28,0
2313,776,6,4,184.07,0.1
2314,776,12,3,181.07,0
2315,777,13,3,268.63,0
2316,777,18,1,103.96,0
2317,777,27,2,172.18,0.1
2318,777,13,2,268.63,0
2319,777,3,1,241.92,0
2320,778,25,1,44.87,0
2321,778,13,3,268.63,0
2322,778,29,4,421.02,0.05
2323,778,20,3,494.85,0
2324,778,12,2,181.07,0
2325,779,13,3,268.63,0.05
2326,779,20,3,494.85,0
2327,779,20,4,494.85,0.05
2328,779,1,1,76.34,0
2329,780,30,1,455.05,0
2330,781,19,2,181.0,0
2331,782,10,2,349.62,0
2332,782,27,1,172.18,0
2333,782,9,4,489.36,0
2334,782,26,1,117.29,0.1
2335,783,27,1,172.18,0.1
2336,784,27,4,172.18,0
2337,785,14,3,168.18,0
2338,785,1,2,76.34,0
2339,785,29,1,421.02,0.1
2340,785,10,1,349.62,0.1
2341,785,2,3,174.6,0
2342,786,27,4,172.18,0
2343,786,15,1,308.55,0
2344,786,24,3,494.08,0
2345,786,23,2,226.38,0
2346,787,4,2,84.91,0
2347,787,5,2,106.58,0
2348,787,4,1,84.91,0
2349,787,23,3,226.38,0.1
2350,788,19,1,181.0,0.05
2351,788,23,1,226.38,0.05
2352,788,12,4,181.07,0
2353,789,5,4,106.58,0
2354,789,16,4,404.01,0
2355,789,9,4,489.36,0
2356,789,7,3,273.87,0.05
2357,789,27,2,172.18,0
2358,790,30,3,455.05,0
2359,790,15,1,308.55,0.05
2360,790,17,2,371.24,0
2361,791,11,2,261.61,0.1
2362,791,15,1,308.55,0.1
2363,791,14,3,168.18,0
2364,792,15,1,308.55,0
2365,792,17,1,371.24,0
2366,792,5,3,106.58,0.05
2367,793,5,3,106.58,0
2368,793,15,3,308.55,0
2369,794,3,2,241.92,0.1
2370,795,28,2,313.91,0.05
2371,795,14,3,168.18,0.1
2372,795,14,3,168.18,0
2373,796,12,4,181.07,0.1
2374,796,8,4,380.28,0.05
2375,796,30,1,455.05,0.1
2376,796,22,2,347.8,0
2377,796,9,3,489.36,0
2378,797,20,2,494.85,0
2379,797,10,2,349.62,0.1
2380,797,6,4,184.07,0
2381,797,6,2,184.07,0
2382,797,13,1,268.63,0
2383,798,20,2,494.85,0
2384,798,8,2,380.28,0
2385,798,1,2,76.34,0.1
2386,798,22,4,347.8,0
2387,799,22,2,347.8,0
2388,799,14,1,168.18,0
2389,799,17,3,371.24,0.05
2390,799,7,2,273.87,0
2391,799,16,4,404.01,0
2392,800,7,4,273.87,0.05
2393,800,9,4,489.36,0.05
2394,800,16,2,404.01,0
2395,800,1,1,76.34,0
2396,800,12,3,181.07,0.05
2397,801,27,4,172.18,0
2398,801,7,1,273.87,0
2399,801,5,4,106.58,0.1
2400,802,2,2,174.6,0
2401,802,6,2,184.07,0.1
2402,802,14,4,168.18,0
2403,802,7,2,273.87,0
2404,803,4,4,84.91,0.05
2405,803,21,2,238.76,0
2406,804,1,2,76.34,0.1
2407,804,27,4,172.18,0.05
2408,805,9,1,489.36,0
2409,805,28,4,313.91,0
2410,805,27,3,172.18,0
2411,806,14,3,168.18,0
2412,806,6,1,184.07,0.05
2413,807,3,4,241.92,0
2414,808,19,2,181.0,0.05
2415,808,19,1,181.0,0
2416,808,22,1,347.8,0.1
2417,808,23,1,226.38,0
2418,808,13,4,268.63,0
2419,809,26,4,117.29,0
2420,809,4,4,84.91,0
2421,809,18,3,103.96,0.05
2422,809,25,2,44.87,0.1
2423,809,16,1,404.01,0.05
2424,810,14,4,168.18,0
2425,810,17,1,371.24,0.05
2426,810,24,2,494.08,0
2427,810,19,3,181.0,0
2428,810,11,2,261.61,0.05
2429,811,23,1,226.38,0
2430,811,18,3,103.96,0.05
2431,812,30,4,455.05,0
2432,812,16,3,404.01,0
2433,812,7,4,273.87,0
2434,813,2,1,174.6,0
2435,813,2,3,174.6,0
2436,813,28,1,313.91,0
2437,813,21,4,238.76,0.05
2438,813,27,1,172.18,0
2439,814,30,3,455.05,0
2440,814,8,1,380.28,0
2441,814,5,2,106.58,0.05
2442,814,15,3,308.55,0.05
2443,814,11,4,261.61,0
2444,815,29,1,421.02,0.1
2445,815,14,3,168.18,0
2446,816,9,4,489.36,0.1
2447,817,11,2,261.61,0
2448,818,30,3,455.05,0.1
2449,818,1,1,76.34,0.1
2450,819,16,3,404.01,0.1
2451,819,1,4,76.34,0
2452,820,3,2,241.92,0.05
2453,820,25,1,44.87,0
2454,820,22,2,347.8,0
2455,821,13,1,268.63,0.1
2456,822,19,4,181.0,0
2457,822,26,3,117.29,0
2458,823,12,2,181.07,0.1
2459,823,4,1,84.91,0.1
2460,823,2,2,174.6,0
2461,824,17,4,371.24,0
2462,824,18,4,103.96,0.1
2463,824,21,3,238.76,0
2464,824,6,2,184.07,0
2465,825,19,1,181.0,0
2466,826,22,1,347.8,0.1
2467,826,25,3,44.87,0
2468,826,24,4,494.08,0
2469,827,22,4,347.8,0
2470,827,28,4,313.91,0
2471,827,14,3,168.18,0
2472,828,17,3,371.24,0.1
2473,829,29,4,421.02,0.05
2474,829,18,1,103.96,0
2475,829,2,2,174.6,0.1
2476,830,10,1,349.62,0.05
2477,830,19,3,181.0,0.05
2478,830,14,2,168.18,0
2479,831,16,3,404.01,0.05
2480,831,16,2,404.01,0
2481,831,12,4,181.07,0
2482,831,18,3,103.96,0
2483,831,6,4,184.07,0.05
2484,832,22,2,347.8,0
2485,833,19,1,181.0,0.1
2486,834,15,3,308.55,0
2487,834,5,4,106.58,0
2488,834,3,3,241.92,0
2489,834,8,4,380.28,0
2490,834,13,2,268.63,0
2491,835,13,3,268.63,0.05
2492,836,6,1,184.07,0
2493,836,19,1,181.0,0
2494,836,10,2,349.62,0.1
2495,837,22,3,347.8,0
2496,837,16,2,404.01,0
2497,837,21,1,238.76,0
2498,838,7,3,273.87,0.05
2499,838,12,4,181.07,0.1
2500,838,30,4,455.05,0.1
2501,838,22,4,347.8,0
2502,838,30,3,455.05,0
2503,839,21,3,238.76,0.1
2504,840,17,2,371.24,0
2505,840,8,3,380.28,0
2506,840,12,3,181.07,0
2507,840,6,2,184.07,0.05
2508,840,28,1,313.91,0
2509,841,16,1,404.01,0.1
2510,841,8,4,380.28,0.1
2511,842,2,4,174.6,0
2512,843,29,1,421.02,0
2513,843,26,4,117.29,0.1
2514,844,8,4,380.28,0.05
2515,844,9,3,489.36,0
2516,844,14,2,168.18,0.1
2517,845,15,4,308.55,0.1
2518,845,19,3,181.0,0
2519,845,10,1,349.62,0
2520,845,22,4,347.8,0.05
2521,845,26,2,117.29,0
2522,846,1,4,76.34,0
2523,846,2,4,174.6,0
2524,846,9,1,489.36,0
2525,846,25,4,44.87,0.1
2526,847,7,1,273.87,0.1
2527,847,3,3,241.92,0
2528,847,21,4,238.76,0
2529,848,28,2,313.91,0.05
2530,848,20,4,494.85,0.05
2531,848,19,2,181.0,0.05
2532,848,7,3,273.87,0
2533,849,13,4,268.63,0.05
2534,849,24,3,494.08,0.05
2535,849,29,4,421.02,0
2536,849,8,2,380.28,0.05
2537,850,18,3,103.96,0
2538,850,22,1,347.8,0.1
2539,851,11,2,261.61,0.1
2540,851,14,4,168.18,0
2541,851,14,3,168.18,0
2542,851,24,4,494.08,0.05
2543,851,20,4,494.85,0.05
2544,852,6,1,184.07,0.1
2545,852,22,4,347.8,0.05
2546,852,22,4,347.8,0
2547,852,8,1,380.28,0.1
2548,852,23,4,226.38,0
2549,853,9,4,489.36,0.1
2550,854,30,4,455.05,0
2551,854,12,1,181.07,0
2552,854,26,1,117.29,0
2553,855,17,2,371.24,0.05
2554,855,24,2,494.08,0
2555,855,23,1,226.38,0.05
2556,856,12,3,181.07,0
2557,856,10,3,349.62,0.05
2558,856,21,1,238.76,0.1
2559,857,20,2,494.85,0
2560,857,1,4,76.34,0
2561,857,18,1,103.96,0
2562,858,4,4,84.91,0.05
2563,859,8,4,380.28,0
2564,860,10,4,349.62,0.1
2565,860,29,4,421.02,0.05
2566,860,10,1,349.62,0
2567,861,2,2,174.6,0
2568,861,8,1,380.28,0
2569,861,19,3,181.0,0
2570,862,29,1,421.02,0
2571,863,30,2,455.05,0
2572,863,28,1,313.91,0.05
2573,863,27,4,172.18,0
2574,864,5,4,106.58,0
2575,864,23,1,226.38,0.05
2576,864,10,2,349.62,0.05
2577,865,20,2,494.85,0
2578,866,24,3,494.08,0.1
2579,866,22,2,347.8,0
2580,866,14,2,168.18,0.1
2581,866,26,1,117.29,0
2582,866,25,1,44.87,0
2583,867,3,4,241.92,0
2584,867,8,4,380.28,0.1
2585,867,18,4,103.96,0
2586,867,22,3,347.8,0
2587,868,15,2,308.55,0
2588,868,9,3,489.36,0
2589,869,11,3,261.61,0
2590,869,5,4,106.58,0.1
2591,870,28,2,313.91,0
2592,870,14,2,168.18,0
2593,870,12,2,181.07,0
2594,870,17,2,371.24,0
2595,871,5,2,106.58,0.1
2596,872,12,1,181.07,0
2597,872,9,2,489.36,0.1
2598,872,23,2,226.38,0
2599,873,5,2,106.58,0.05
2600,873,20,1,494.85,0
2601,873,24,4,494.08,0.05
2602,873,27,3,172.18,0
2603,874,25,4,44.87,0.05
2604,875,22,2,347.8,0.05
2605,875,9,1,489.36,0
2606,875,20,2,494.85,0
2607,875,6,4,184.07,0
2608,876,6,1,184.07,0.1
2609,876,6,3,184.07,0.05
2610,876,17,3,371.24,0
2611,876,11,3,261.61,0.1
2612,877,23,2,226.38,0.1
2613,877,21,4,238.76,0
2614,877,3,2,241.92,0
2615,877,10,4,349.62,0
2616,877,12,3,181.07,0
2617,878,3,3,241.92,0
2618,878,27,3,172.18,0
2619,878,3,2,241.92,0.05
2620,878,11,2,261.61,0.05
2621,878,17,3,371.24,0
2622,879,21,2,238.76,0
2623,879,24,4,494.08,0
2624,880,1,1,76.34,0.1
2625,880,16,3,404.01,0.05
2626,881,20,1,494.85,0
2627,882,30,1,455.05,0
2628,883,8,3,380.28,0
2629,883,5,1,106.58,0
2630,883,21,2,238.76,0.05
2631,883,24,4,494.08,0
2632,884,14,1,168.18,0.1
2633,884,14,1,168.18,0.05
2634,885,28,2,313.91,0.1
2635,886,25,4,44.87,0
2636,886,28,3,313.91,0.05
2637,887,22,2,347.8,0
2638,887,6,3,184.07,0
2639,887,23,1,226.38,0.1
2640,887,26,2,117.29,0.1
2641,888,2,2,174.6,0
2642,888,16,4,404.01,0
2643,888,23,3,226.38,0
2644,889,8,3,380.28,0
2645,890,17,4,371.24,0.05
2646,891,3,4,241.92,0
2647,891,28,2,313.91,0
2648,892,9,3,489.36,0
2649,892,26,2,117.29,0.05
2650,893,3,2,241.92,0
2651,893,24,1,494.08,0
2652,893,18,3,103.96,0.1
2653,894,1,4,76.34,0.05
2654,894,26,4,117.29,0
2655,894,16,1,404.01,0
2656,894,2,2,174.6,0
2657,895,1,2,76.34,0
2658,895,5,2,106.58,0.1
2659,895,26,4,117.29,0
2660,895,26,2,117.29,0
2661,896,9,1,489.36,0
2662,896,10,4,349.62,0.1
2663,897,25,1,44.87,0
2664,897,29,4,421.02,0
2665,897,24,3,494.08,0.1
2666,897,20,3,494.85,0
2667,897,7,4,273.87,0.05
2668,898,26,1,117.29,0
2669,899,20,2,494.85,0
2670,899,8,1,380.28,0.1
2671,899,4,4,84.91,0.1
2672,899,10,4,349.62,0
2673,899,9,3,489.36,0
2674,900,21,1,238.76,0.05
2675,900,1,3,76.34,0
2676,901,23,2,226.38,0.1
2677,902,6,2,184.07,0.1
2678,903,22,1,347.8,0.05
2679,903,6,2,184.07,0.1
2680,903,18,3,103.96,0
2681,904,15,3,308.55,0.1
2682,904,20,2,494.85,0.1
2683,904,12,4,181.07,0
2684,904,15,2,308.55,0
2685,904,23,1,226.38,0.05
2686,905,22,1,347.8,0.05
2687,905,17,4,371.24,0
2688,906,19,4,181.0,0
2689,906,10,4,349.62,0
2690,906,10,3,349.62,0
2691,906,25,3,44.87,0
2692,907,20,2,494.85,0
2693,908,2,2,174.6,0
2694,908,9,3,489.36,0
2695,908,13,3,268.63,0
2696,908,30,1,455.05,0
2697,909,1,2,76.34,0.05
2698,910,23,3,226.38,0
2699,910,5,3,106.58,0.1
2700,911,6,4,184.07,0.05
2701,911,30,3,455.05,0
2702,912,4,4,84.91,0.05
2703,912,9,2,489.36,0.05
2704,913,1,2,76.34,0.05
2705,913,10,1,349.62,0.05
2706,913,25,4,44.87,0.05
2707,914,5,1,106.58,0.05
2708,914,8,1,380.28,0
2709,914,28,3,313.91,0.05
2710,915,25,2,44.87,0
2711,915,6,2,184.07,0
2712,915,9,3,489.36,0.05
2713,915,14,4,168.18,0.05
2714,916,16,4,404.01,0.05
2715,916,16,1,404.01,0
2716,916,22,3,347.8,0
2717,916,10,2,349.62,0.05
2718,917,21,1,238.76,0.1
2719,917,3,4,241.92,0
2720,917,28,4,313.91,0
2721,917,29,3,421.02,0.05
2722,917,15,1,308.55,0.05
2723,918,15,1,308.55,0
2724,919,26,1,117.29,0
2725,919,5,3,106.58,0
2726,919,6,4,184.07,0
2727,919,30,2,455.05,0
2728,920,18,2,103.96,0
2729,920,8,2,380.28,0.05
2730,921,14,4,168.18,0
2731,921,6,3,184.07,0
2732,921,11,1,261.61,0.05
2733,922,29,3,421.02,0.05
2734,922,18,4,103.96,0.1
2735,923,7,4,273.87,0
2736,923,13,1,268.63,0.1
2737,923,6,2,184.07,0
2738,923,17,4,371.24,0.05
2739,923,22,3,347.8,0.05
2740,924,9,1,489.36,0
2741,924,6,3,184.07,0.05
2742,924,8,1,380.28,0.05
2743,925,26,4,117.29,0
2744,925,14,1,168.18,0.05
2745,925,28,3,313.91,0
2746,925,23,1,226.38,0.05
2747,925,1,2,76.34,0.1
2748,926,26,2,117.29,0.1
2749,926,9,2,489.36,0
2750,926,27,4,172.18,0.05
2751,927,18,2,103.96,0.1
2752,927,15,2,308.55,0.1
2753,927,7,2,273.87,0.1
2754,927,12,3,181.07,0
2755,927,15,4,308.55,0.05
2756,928,23,2,226.38,0.05
2757,928,15,4,308.55,0
2758,928,7,3,273.87,0.1
2759,929,8,1,380.28,0.05
2760,929,19,4,181.0,0.1
2761,929,3,4,241.92,0.05
2762,930,18,2,103.96,0
2763,930,9,1,489.36,0.05
2764,930,30,2,455.05,0
2765,930,10,1,349.62,0
2766,930,7,1,273.87,0.05
2767,931,19,2,181.0,0
2768,932,10,1,349.62,0
2769,932,1,3,76.34,0
2770,932,29,2,421.02,0
2771,933,21,3,238.76,0
2772,933,29,4,421.02,0.05
2773,933,24,4,494.08,0.1
2774,933,22,2,347.8,0.1
2775,933,26,3,117.29,0
2776,934,10,3,349.62,0
2777,934,10,2,349.62,0
2778,935,3,3,241.92,0
2779,935,8,4,380.28,0.1
2780,935,16,3,404.01,0
2781,936,7,2,273.87,0
2782,936,3,2,241.92,0
2783,936,18,2,103.96,0.1
2784,936,28,1,313.91,0
2785,937,26,4,117.29,0
2786,937,18,2,103.96,0.1
2787,938,3,2,241.92,0.05
2788,938,13,3,268.63,0.1
2789,938,1,3,76.34,0
2790,939,18,2,103.96,0
2791,939,3,1,241.92,0
2792,939,23,2,226.38,0
2793,939,21,3,238.76,0.1
2794,939,6,2,184.07,0
2795,940,14,2,168.18,0
2796,940,10,2,349.62,0
2797,940,19,4,181.0,0
2798,940,18,2,103.96,0
2799,940,7,2,273.87,0.1
2800,941,26,2,117.29,0
2801,942,5,3,106.58,0.05
2802,942,28,4,313.91,0
2803,942,8,1,380.28,0.05
2804,942,9,3,489.36,0
2805,943,18,2,103.96,0.05
2806,943,14,3,168.18,0.05
2807,943,2,4,174.6,0.1
2808,943,29,4,421.02,0
2809,944,19,1,181.0,0.1
2810,944,15,4,308.55,0
2811,944,7,2,273.87,0
